text,keyword
"If you would like a bamboo *Bicycle* of your own, you can build one yourself or purchase a ready-made unit.",vehicle bicycle
"If you would rather obtain a pre-built bamboo *Bicycle* instead of tackling the task of building one yourself, there are a number of resources where you can purchase one.",vehicle bicycle
"Through controversy and disease, divorce and tabloid allegations, Lance has proven to be a true champion, both on the *Bicycle* and off.",vehicle bicycle
"The pedals were attached to the front wheel of the *Bicycle*, known as a velocipede.",vehicle bicycle
Young and old alike enjoy wearing this tiny replica as a tribute to the *Bicycle*.,vehicle bicycle
A *Computer* can do some tasks better than a person can.,technology computer
"The *Computer* screen before him was blank, but he didn't notice.",technology computer
"Any task a *Computer* can do better than a person is, by definition, a task requiring no human creativity or ingenuity.",technology computer
Idle *Computer* time employed to solve the world's problems.,technology computer
The next morning she was at the *Computer* as soon as he left.,technology computer
"She hadn't been able to log onto Dusty's *Computer*, because he kept it locked out.",technology computer
He spends as much time on the *Computer* as all the others combined.,technology computer
"Betsy spent hours on the *Computer*, searching for results from our second tip but nothing was reported.",technology computer
"Damian smiled and tossed his head toward his *Computer*, straightening.",technology computer
What do the Dawkins do on the *Computer*?,technology computer
"The memory for that *Computer* cost me $40 per MB, just under $200.",technology computer
"For the first time in ages, Dusty was falling asleep at his *Computer*.",technology computer
Others carried out the simulation on a *Computer* or a programmable calculator.,technology computer
She moved to her *Computer*.,technology computer
Lana moved away from the commo *Computer* and started systems checks on the others.,technology computer
He glanced up from his *Computer* when she came into his office.,technology computer
"In 1852 he graduated at Harvard, and became *Computer* to the American Ephemeris and Nautical Almanac. He made his name by contributions on mathematical and physical subjects in the Mathematical Monthly.",technology computer
The book also assumes from the outset that the audience is already conversant with *Computer* -based statistical packages.,technology computer
She walked into the den twice and stared at the *Computer*.,technology computer
Betsy raced up to the bedroom and returned with her lap top *Computer*.,technology computer
"He wore headphones and spoke into a microphone, simultaneously responding to half a dozen chat windows open on this *Computer*.",technology computer
"Fred was alone, busy at his *Computer*.",technology computer
"The *Computer* blinked off, and the pod slid, stopping finally.",technology computer
"With the proceeds of a recent stock sale, Fred O'Connor had invested in a complete *Computer* system and was off and running.",technology computer
"When she did venture forth from her digs, a favorite pastime was exploring the cyber world with Fred and his *Computer*.",technology computer
"He withdrew his *Computer* and did so, grateful for the woman that helped him out of blind faith.",technology computer
There was no *Computer*.,technology computer
You're welcome to look at anything on my *Computer*.,technology computer
"Larry sat before a Mac, pictures of the portal on the *Computer* screen before him.",technology computer
He copied something off the *Computer* screen into a journal.,technology computer
"She began to paw at her computer *Keyboard*, searching.",technology keyboard
"Rita Angeltoni banged away on her *Keyboard*, complaining of a terminal case of morning sickness.",technology keyboard
"Each instrument is provided with a *Keyboard*, resembling that of a small piano, the key levers of which communicate with a circular row of vertical pins.",technology keyboard
"The man in the white lab coat, Ully, jerked from his hunched position over a *Keyboard*, and fear flashed in his eyes.",technology keyboard
He pounded away on the *Keyboard*.,technology keyboard
Dawkins didn't look up from the screen as he continued to pound away on the *Keyboard*.,technology keyboard
"Reuse the *Keyboard*, monitor, and mouse from a previous computer rather than buying new ones.",technology keyboard
"Today, we are reviewing their latest low profile *Keyboard* and optical mouse combo.",technology keyboard
The *Keyboard* drones and warp out effects are a bit too minimal to start with but build later on and really strengthen the material.,technology keyboard
On screen help the score and dynamic *Keyboard* fingering are displayed simultaneously on-screen.,technology keyboard
"He acquired it very late in his career, when his *Keyboard* works were undoubtedly created with the English or Viennese fortepiano in mind.",technology keyboard
"My new gizmo is wonderful, with no cable to snag on the edge of the desk or to tangle with the *Keyboard* cable.",technology keyboard
But there is an additional reason for using an English harpsichord for the performance of Handel's *Keyboard* works.,technology keyboard
"Crashing straight in they hit you with a massive surge of guitars, crunching *Keyboard* and an extremely hyperactive singer.",technology keyboard
"First up, a superb rendition of ' The Edge of Heaven ' which has an amazing swelling *Keyboard* intro.",technology keyboard
At present we are particularly keen to hear from any *Keyboard* player who could help us with the children's singing.,technology keyboard
Heptagon has also produced a device that uses a semiconductor laser to project a ' virtual *Keyboard* ' on to a surface.,technology keyboard
"For example, in your query form type key to find key, keying, keyhole, *Keyboard*, and so on.",technology keyboard
It takes a couple of minutes to attach a tiny keystroke logger onto someone's *Keyboard*.,technology keyboard
It is a bitmask which returns the current state of several *Keyboard* modifier keys at the time the event was generated.,technology keyboard
Users could also specify tab groups in order to facilitate general *Keyboard* navigation.,technology keyboard
It is also polyphonic depending on the quality of the PC's *Keyboard* buffer.,technology keyboard
"A classic neo prog *Keyboard* segue leads into the next part, ' Memories ', which is slightly more up tempo.",technology keyboard
Remote control means you actually take control of the remote control means you actually take control of the remote PC through your local *Keyboard*.,technology keyboard
The *Keyboard* has to be used to turn on the spot using the tail rotor or to gain or lose height.,technology keyboard
The cardboard sleeve for the *Keyboard* package is a little battered.,technology keyboard
"To become a typist, you must have good *Keyboard* skills.",technology keyboard
They will stimulate a new interest for beginners previously uncommitted to buying a *Keyboard*.,technology keyboard
"Wear wrist splints for support, or try resting your wrist splints for support, or try resting your wrists on a sponge bar in front of the *Keyboard*.",technology keyboard
"Quick, lethal, and so savage you'll shit yourself at the *Keyboard*.",technology keyboard
"As he lifted the computer *Monitor*, he caught sight of a paper beneath it.",technology monitor
"After two hours' fighting, the ""*Monitor*"" was drawn off, so that more ammunition could be placed in her turret.",technology monitor
"In October 1861 Captain John Ericsson, an engineer, and a Troy (N.Y.) firm, as builders, began the construction of the iron-clad ""*Monitor*"" for the Federals, at Greenpoint, Long Island.",technology monitor
"Paul Dawkins was only a smidgen more pleasant than his elder brother as Dean, lugging the heavy *Monitor*, passed him entering the parlor.",technology monitor
You guys need someone else to help *Monitor*?,technology monitor
"During the Civil War army supplies, ammunition and cannon, and the armour-plate and parts of the machinery for the ""*Monitor*"" were made here.",technology monitor
He was assisted up the slope to the vehicle of a tour *Monitor* and placed in the back seat.,technology monitor
"The James river, afterwards so much used for the Federal operations, was not yet clear, and it was here, in Hampton Roads, that the famous fight took place between the ironclads ""Merrimac"" (or ""Virginia"") and ""*Monitor*"" (March 8-9, 1862).",technology monitor
I have the baby *Monitor*.,technology monitor
Use intruder alarm equipment to *Monitor* building or room entry.,technology monitor
"The ""*Monitor*'s"" displacement was about 1 200 tons and her armament was two II in.",technology monitor
We don't *Monitor* Canadian crimes.,technology monitor
I *Monitor* and balance potential outcomes and free will.,technology monitor
It is not feasible to *Monitor* such a range of organisms.,technology monitor
"Landfills are expensive to operate and require aftercare for many years following closure, in order to *Monitor* leachate and gases such as methane.",technology monitor
"The Suunto X6HR is a combined altimeter, Barometer, Compass and heart rate *Monitor* with PC interface.",technology monitor
"That is, after a backdoor connection starts, how long does it take for the *Monitor* to detect the backdoor?",technology monitor
The survey is a framework for conservation and provides a bench mark to *Monitor* future losses.,technology monitor
The users have a small video camera mounted on top of their computer *Monitor*.,technology monitor
The United Nations Observer Mission in Sierra Leone (UNOMSIL) was retained to help *Monitor* the cease-fire.,technology monitor
The Regulator will *Monitor* the compliance of the Foundation Trust with the license.,technology monitor
"Smart Wizard performance dashboard, a graphical gage that tracks the throughput of the adapter, lets you *Monitor* network speeds.",technology monitor
Remote Display Control shows actions on a Pocket PC on the *Monitor* of a remotely connected desktop or laptop.,technology monitor
*Monitor* service quality levels and act on any signs of client dissatisfaction relating to all products delivered.,technology monitor
It is fully tuneable from 100-120MHz and has high sensitivity on-board electret microphone able to clearly *Monitor* sounds up to 25 feet away.,technology monitor
A few shots do flirt with realistic *Monitor* images but it's not consistent enough to work.,technology monitor
It also plans to *Monitor* the impact on treatment services with donor gametes in clinics around the country.,technology monitor
Cloning may be ' elaborate hoax ' says *Monitor*.,technology monitor
The scheme will also be able to *Monitor* the rate of gray incursion into red squirrel areas.,technology monitor
They are intended to *Monitor* the long term impact of the cultivation of an AgrEvo GM fodder maize.,technology monitor
"This year, Sony is seeking to top themselves with the new Playstation 3, which is speculated to be released in November 2006, boasting a new *CPU*, multi-platform capability and Blu-Ray laser technology.",technology cpu
"The greater the number, the less *CPU* the process gets.",technology cpu
"Instead, they were including the processing power of both the *CPU* and the graphics processing unit (GPU).",technology cpu
"Enhanced math, polygon and *CPU* performance make previously impossible gaming into reality.",technology cpu
Most customers want the most powerful central processing unit (*CPU*) available for their particular budget.,technology cpu
"The system configuration is a SUN Ultra 60 with OS 2.8 operating system, 450 MHz *CPU* and 0.5Gb memory.",technology cpu
Having two processing cores on one physical *CPU* allows system integrators to produce significantly higher performance systems at a remarkably low price.,technology cpu
The base of the cooler has a polished nickel electroplating around a solid copper foot allowing for superior contact with the *CPU*.,technology cpu
"As the VDG is stopped, horizontal sync interrupts are not passed on to the *CPU* during this ' padding ' .",technology cpu
"When ""human testing"" is done almost immediately, but within the safe confines of a *CPU*.",technology cpu
It depends on how fast your computer processes information in bits per second to its *CPU* (the brain of the computer).,technology cpu
"When the person being pranked steps away from his or her desk, plug the USB mouse into his or her computer's *CPU* and run the wire back to your desk.",technology cpu
The reason is the *CPU* in the PS3 is able to handle more action at one time.,technology cpu
"Get 1,500 respect points from all the *CPU* characters.",technology cpu
It seems that the *CPU* is either way too slow or way too fast.,technology cpu
Caches are designed to alleviate this bottleneck by making the data used most often by the *CPU* instantly available.,technology cpu
Over the last few days I have installed the *CPU* and heatsink into the motherboard to get it ready for installation.,technology cpu
"Of course, Intel did have a few years to plan its comeback and sort out a new *CPU* and memory architecture.",technology cpu
Is it simply that we are relying on the fn below taking up more *CPU*?,technology cpu
"There's always a bit of guff thrown into *CPU* comparisons, and these consoles are no exception.",technology cpu
"As with the *CPU*, the GPU comparison is murky... terribly murky.",technology cpu
"In the first show of the final season, he is brain-napped by evil yet glamorous women who need a new *CPU* for their world's computer.",technology cpu
I kicked the *CPU* in disgust.,technology cpu
The *CPU* accesses memory according to a distinct hierarchy.,technology cpu
This allows the *CPU* to have immediate access to the operating.,technology cpu
Use this command to find the processes that are consuming the most *CPU*.,technology cpu
Each *CPU* corresponded to a particular state or function of the adapter.,technology cpu
Randomize TIMER ‘Initializes the randomizing counter according to the value of Ticks of *CPU*.,technology cpu
The boy was MacGyver on steroids! We looked at each other in unison and then back at the packed contents of the *CPU*.,technology cpu
Sega used the term Blast Processing to describe the simple fact that its *CPU* ran at a higher clock speed than the SNES (7.,technology cpu
It's as safe as watching *TV* and a darned sight more fun.,technology tv
"I did *TV* too, a McDonald's commercial.",technology tv
He'll be stuck to that *TV* for hours.,technology tv
"It contained a sofa, two wing chairs, a queen size bed, a fully stocked wet bar, kitchenette, bathroom, wide screen *TV*, books, and magazines.",technology tv
"It was only to be expected that the Germans, whose very existence was in question, should show themselves to be patriotic. But it was somewhat surprising that at Prague, after the declaration of war, Germans and Czechs sang Die *TV* acht am Rhein together in the streets, and the burgomaster, a Czech, made a speech in German before the town hall in which he called for cheers for the Emperor William and the fraternization of Germans and Czechs.",technology tv
The cover pictured a character looking like Carnac the Magnificent from the old Johnny Carson *TV* show.,technology tv
Fill radio and *TV* airtime with dieting reports and documentaries.,technology tv
"All have cable *TV*, telephone, safe, bathrobes, slippers and hairdryer.",technology tv
"Whether it's big screen blockbusters or your favorite *TV* show, they now fit in your pocket and are perfect for sharing.",technology tv
All are british first interactive *TV* possible rather than full house boatman.,technology tv
"Les has also made *TV* & radio broadcasts, tapes & CD's.",technology tv
"If you're paying mega bucks for a large wide screen *TV*, there's really no excuse.",technology tv
Mark Howe Services of lighting cameraman working in *TV* for 20 years - Digibeta with or without crew.,technology tv
It's hard to believe that we spend an estimated one-and-a-half years of our lives just watching *TV* commercials.,technology tv
Their *TV* program about our investigation will hopefully help to educate Italian consumers about the suffering involved in providing them with their meat.,technology tv
"There's an advert on *TV* in which a child is posed the conundrum, ' Do you love Daddy more, or chips?",technology tv
Amenities/Facilities provided hob oven fridge/freezer dishwasher *TV* central heating cot Outside Large 25 square meter balcony/terrace fully decked and enclosed to waist height.,technology tv
"Not to be too crass, (that's for the news networks) the impacts are *TV* gold.",technology tv
"Facilities include a *TV*, DVD player, CD radio, video, record player and ample cutlery, crockery and cooking utensils.",technology tv
Down (naughty E still asleep) to find somewhat despondent D unable to find anything on *TV* to watch.,technology tv
"A separate lounge diner is equipped with a cozy gas villager stove, *TV* / Video.",technology tv
I have a little distaste for them based on how much *TV* I did.,technology tv
"In the US, *TV* dramatists are a more serious breed altogether.",technology tv
"Well, at least it's on UK *TV* now eh?",technology tv
"Where Baird failed, today's *TV* execs have prospered.",technology tv
"Yet the guests are thrilled to be on the show, catapulted briefly from obscurity to *TV* fame.",technology tv
"Work within retail florists, wedding fashion houses, large retail stores, hotels, *TV* and teaching.",technology tv
They've got big screen *TV* and they show the footy which makes for alot of happy punters.,technology tv
I live in Bilbao and have started writing freelance for Spanish *TV*.,technology tv
"Many of the guests are *TV* stars in the US, which adds a frisson for American site visitors.",technology tv
"The *Phone* woke me up, even though it wasn't very loud.",technology phone
The *Phone* woke me.,technology phone
Julia answered the *Phone* and called to Brandon.,technology phone
I heard the *Phone* ringing.,technology phone
I didn't want to tell you this on the *Phone*.,technology phone
We agreed to limit our test to one *Phone* call.,technology phone
Brennan gave me the *Phone* number even though I didn't agree to call.,technology phone
He left his *Phone* there.,technology phone
"I left the *Phone* off the hook, retreated back to the bedroom and with my heart racing, I closed the door behind me.",technology phone
She suggested he take the cell *Phone* but then remembered it was useless in the high mountains.,technology phone
"As Dean ate his one poached egg, absent toast, the *Phone* rang.",technology phone
The *Phone* may be bugged!,technology phone
A few seconds later Alex answered the *Phone*.,technology phone
"Nonsense, you're not putting us out, but you're more than welcome to use the *Phone*... and please call me Sarah.",technology phone
Someone wants you on the *Phone*.,technology phone
It described how Timothy's mother had left her son in their enclosed yard to answer a *Phone* call.,technology phone
"As soon as the mother entered the house, he pocketed the *Phone*, scaled the fence at a low corner, crossed to the surprised boy in a few steps, and placed a rag over his face.",technology phone
We can't have a gang hanging around a *Phone* booth.,technology phone
My wife and I stopped at a closed filling station in Connecticut and with Martha's notes in hand I attempted to *Phone* the authorities.,technology phone
"Then Howie asked if we'd try to run a session this weekend, long distance, by *Phone*.",technology phone
We didn't even remain on the *Phone* so sure we were that it wouldn't prove to be a crime.,technology phone
The *Phone* call to Daniel Brennan cranked up our level of anxiety several notches.,technology phone
"Then a woman in the background said something about them all moving to this keen town and the woman on the *Phone* laughed, like it was a joke.",technology phone
This is *Phone* is a throw away but I'm not even sure how good it is.,technology phone
I feel terrible I slipped up and they traced the *Phone* call but it's not the end of the world.,technology phone
We have an address and *Phone* number.,technology phone
Katie set the *Phone* on the table and stared at the kid's drawings on the fridge.,technology phone
"She fingered the small teal evening purse hanging around her wrist, where her cell *Phone* was.",technology phone
"She was scared to turn around, almost as if afraid he'd be passing out his *Phone* number to every lithe, beautiful Amazonian they passed.",technology phone
Which lucky lady was on the *Phone*?,technology phone
